iso2c,country,year,status,lastupdated,agrid_land_km,agrid_land_per,arable_per,rural_below_5,rural_below_5_per,urban_below_5,urban_below_5_per,land_below_5_per,forest_km,forest_per,irrigated_land_per,avg_precip_mm,cereal_yield,pop_growth,pop_tot,urban_pop_growth,urban_pop,urban_pop_per,for_invest_per,ease_business,cpia_public_sec,school_enroll,school_complete,mort_rate,health_workers,underweight_5_per,pov_headcount,elec_access_per,coal_power_per,hydro_power_per,gas_power_per,nuke_power_per,oil_power_per,renew_power_per,renew_non_hydro,renew_non_hydro_per,renew_consum_per,energy_use_oil_eqiv,elec_consum_kw,energy_use_oil_percap,co2_intensity,co2_gaseous_kt,co2_gaseous_per,co2_emissions,co2_emissions_met,co2_liquid_kt,co2_liquid_per,co2_emmision_mt,co2_emission_ppp,co2_emission_2017,co2_solid_kt,co2_solid_per,other_greenhouse_mt,other_greenhouse_per,total_greenhouse_mt,total_greenhouse_per,hfc_emissions_mt,methane_mt,methane_per,no_emission_mt,no_emission_per,pfc_emission_mt,sf6_emission_mt,disaster_risk_score,ghg_emission_mt,dro_flood_extemp_per,rural_pop_below_5,urban_pop_below_5,pop_below_5_per,pop_agglo_mil_per,water_withdrawals_cub,water_withdrawals_per,terr_protect_per,marine_protect_per,terr_mari_protect_per,agri_forest_fish_gdp_per,iso3c,region,capital,longitude,latitude,income,lending
GR,Greece,2012,,4/8/2022,72830,56.50116369,19.70519783,NA,NA,NA,NA,NA,39018.03,30.27,18.9070438,652,4206.7,-0.540752951,11045011,-0.078674761,8505100,77.004,0.686691741,NA,NA,0.975189984,96.98412323,4,NA,NA,1.5,100,51.20699018,7.245232101,21.9858156,0,10.00477201,16.70369091,5748000000,9.458458804,14.17059994,84.85212368,5534.897159,2403.230472,3.017287676,8386.429,10.47125609,0.399936739,80090,37040.367,46.24842927,7.251237686,0.291084375,0.256023267,32122.92,40.10852791,1628.008301,-41.13483644,100600,4.047346283,NA,10370,6.728874928,4990,-42.09177428,NA,NA,NA,NA,NA,NA,NA,NA,28.67103528,9.935,17.12931034,NA,NA,NA,3.441068646,GRC,Europe & Central Asia,Athens,23.7166,37.9792,High income,Not classified
GT,Guatemala,2012,,4/8/2022,38091.6,35.54647256,9.958566629,NA,NA,NA,NA,NA,36678.8,34.22807018,NA,1996,2036.7,1.777495787,14781942,2.389575305,7243152,49,2.82256117,NA,NA,0.964240015,84.75212097,32,NA,NA,NA,86.68829346,13.15342116,47.36506587,0,0,19.9638759,66.88270293,1837000000,19.51763706,67.44180298,98.67852375,550.2659935,749.0445437,1.097329714,0,0,0.22026266,12150,8932.812,73.52108642,0.821948835,0.114084567,0.108282876,1514.471,12.46478189,587.4398804,35.86841876,27780,111.4086497,NA,10670,43.32722154,4700,84.61998986,NA,NA,NA,NA,NA,NA,NA,NA,17.79116709,3.3241,3.044047619,NA,NA,NA,10.72274975,GTM,Latin America & Caribbean,Guatemala City,-90.5328,14.6248,Upper middle income,IBRD
GU,Guam,2012,,4/8/2022,180,33.33333333,1.851851852,NA,NA,NA,NA,NA,244,45.18518519,NA,NA,2500,0.187687743,159990,0.28216442,150834,94.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,NA,42.67604681,NA,NA,53.77582891,NA,30.33247257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GUM,East Asia & Pacific,Agana,144.794,13.4443,High income,Not classified
GW,Guinea-Bissau,2012,,4/8/2022,7644.58,27.18556188,10.6685633,NA,NA,NA,NA,NA,20475.42,72.81443812,NA,1577,1504.3,2.650742625,1604981,3.633481396,656566,40.908,0.669676525,NA,2.3,NA,NA,104.2,NA,17,NA,14.7781086,NA,NA,NA,NA,NA,0,NA,NA,87.81300354,NA,NA,NA,NA,0,0,0.263889617,250,253.023,101.2092,0.155765084,0.114929185,0.088458459,0,0,54.04705095,24223.45,2530,366.888499,NA,1390,64.88280325,790,87.76562344,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,1.09375,NA,NA,NA,46.89249801,GNB,Sub-Saharan Africa,Bissau,-15.1804,11.8037,Low income,IDA
GY,Guyana,2012,,4/8/2022,11885.7,6.037947676,2.133604267,NA,NA,NA,NA,NA,184964.3,93.96205232,NA,2387,4465.4,0.445663749,755388,0.445273855,199422,26.4,6.83986954,NA,3,0.995010018,97.37593842,35.9,NA,NA,NA,84.99491119,NA,NA,NA,NA,NA,0,NA,NA,28.41250038,NA,NA,NA,NA,0,0,0.49593361,2000,1994.848,99.7424,2.647645978,0.252643325,0.245585899,0,0,-676.294358,-99.85861317,4360,-63.30733113,NA,1410,69.08865979,900,3.112720571,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4447,0.599460581,NA,NA,NA,25.4400079,GUY,Latin America & Caribbean,Georgetown,-58.1548,6.80461,Upper middle income,IDA
HK,"Hong Kong SAR, China",2012,,4/8/2022,51,4.857142857,2.952380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000.4,1.103957997,7150100,1.103957997,7150100,100,28.51437199,NA,NA,1.004099965,100.7627029,NA,NA,NA,NA,100,70.3017197,0,27.32983215,0,2.134177737,0.234270415,91000000,0.234270415,0.184900001,37.0867328,6031.244318,1994.715598,NA,4888.111,NA,NA,NA,9607.54,NA,NA,NA,NA,27649.18,NA,NA,-60.42216359,NA,57.38974321,NA,NA,105.4374074,NA,20.0568978,NA,NA,NA,NA,NA,NA,NA,NA,99.38880575,NA,NA,NA,NA,NA,0.054686683,HKG,East Asia & Pacific,,114.109,22.3964,High income,Not classified
HN,Honduras,2012,,4/8/2022,33200,29.67199929,9.116096166,NA,NA,NA,NA,NA,65308.14,58.36816516,NA,1976,1646.9,1.869321608,8640692,3.115743122,4597021,53.202,5.876712654,NA,3.2,1.068199992,86.82106781,21.5,NA,7.1,19,83.607727,1.201550388,36.00775194,0,0,49.49612403,49.30232558,1029000000,13.29457364,52.27360153,117.0814207,636.6388248,593.0709022,1.783573677,0,0,0.479236666,9140,7594.357,83.08924508,1.05778565,0.262309843,0.20882334,707.731,7.743227571,1333.474426,-67.11785082,20300,49.15453646,NA,7650,47.15899763,2790,32.07937785,NA,NA,NA,NA,NA,NA,NA,NA,12.90747315,1.607,1.772556806,NA,NA,NA,13.56629403,HND,Latin America & Caribbean,Tegucigalpa,-87.4667,15.1333,Lower middle income,IDA
HR,Croatia,2012,,4/8/2022,13310,23.78484632,16.19728377,NA,NA,NA,NA,NA,19208,34.32451751,NA,1113,4573.6,-0.305655945,4267558,0.026388695,2368751,55.506,2.561706458,NA,NA,1.026749969,92.74301147,5.2,NA,NA,0.8,100,21.12715944,45.66222977,23.70433305,0,5.494194279,49.67431323,425000000,4.012083451,29.42639923,83.92410612,3819.280253,2020.752383,2.024658156,5526.169,31.65045246,0.358275312,17460,8991.484,51.49761741,4.091332795,0.191206231,0.169917626,2398.218,13.73549828,-1521.108887,-89.99445561,23950,-12.41792098,NA,3730,13.0211238,2350,-39.70371997,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661,1.75331565,NA,NA,NA,3.303683982,HRV,Europe & Central Asia,Zagreb,15.9614,45.8069,High income,IBRD
HT,Haiti,2012,,4/8/2022,17700,64.22351234,36.28447025,NA,NA,NA,NA,NA,3721.68,13.50391872,NA,1440,1077,1.480054624,10250922,3.49097246,5071849,49.477,1.137944684,NA,2.5,NA,NA,75.6,NA,11.6,24.5,37.9,0,20.09090909,0,0,79.90909091,20.09090909,0,0,82.18699646,133.5782011,46.14219092,397.2574369,0.613910475,0,0,0.182258218,2500,2163.53,86.5412,0.243880502,0.088284443,0.082005057,0,0,398.8745117,1951.6675,8710,64.93352333,NA,4490,38.67916041,1550,64.26245586,NA,NA,NA,NA,NA,NA,NA,NA,22.00125023,1.45,11.14527287,NA,NA,NA,19.46990359,HTI,Latin America & Caribbean,Port-au-Prince,-72.3288,18.5392,Lower middle income,IDA
HU,Hungary,2012,,4/8/2022,53380,58.96387938,48.56953496,NA,NA,NA,NA,NA,20521.62,22.66830885,2.33795429,589,3761.1,-0.516437607,9920362,-0.056115994,6912310,69.678,8.393721126,NA,NA,0.986209989,97.53672791,5.7,NA,NA,0.3,100,18.74404504,0.614984842,27.14306338,45.59838314,0.534141764,7.639670853,2433000000,7.024686011,16.46579933,95.28694263,3923.042324,2365.553697,1.850672189,19185.744,44.17624683,0.382732791,43430,14451.647,33.27572415,4.377864437,0.18809112,0.176344895,10637.967,24.49451301,-3733.318604,20.21966461,57470,-35.43110871,NA,7640,-29.13061532,5040,-59.7436249,NA,NA,NA,NA,NA,NA,NA,NA,17.46304218,5.051,84.18333333,NA,NA,NA,3.88978875,HUN,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
ID,Indonesia,2012,,4/8/2022,565000,31.18841668,12.97217331,NA,NA,NA,NA,NA,978066.8,53.99000867,NA,2702,5082,1.351699787,248451714,2.688704919,127396101,51.276,2.309780327,NA,NA,1.008219957,103.098259,31.2,NA,NA,9.5,96,51.0753387,6.398540219,22.72309154,0,14.95725641,11.23681448,9678000000,4.838274259,28.78479958,93.9652569,733.3738901,853.210745,2.296189078,80127.617,16.46176004,0.657292675,486750,218956.57,44.98337339,1.959133194,0.201683474,0.215761997,192183.803,39.48306174,46336.25391,-99.63207598,827220,-33.00645608,NA,251460,5.57116451,86520,-7.375153759,NA,NA,NA,NA,NA,NA,NA,NA,12.86876008,195.29375,9.672795939,NA,NA,NA,13.37397424,IDN,East Asia & Pacific,Jakarta,106.83,-6.19752,Lower middle income,IBRD
IE,Ireland,2012,,4/8/2022,45330,65.8005516,7.00551604,NA,NA,NA,NA,NA,7340.96,10.65606039,NA,1118,6741.2,0.423743803,4599533,0.747174721,2849043,61.942,25.75960664,NA,NA,1.010529995,NA,4,NA,NA,0.2,100,18.51074021,2.954939022,52.08724807,0,0.869533179,19.36553554,4454000000,16.41059651,6.577000141,53.78508247,5651.008483,2853.064865,2.827147874,9211.504,24.82885175,0.175414291,37100,16780.192,45.22962803,8.066036269,0.173981484,0.152058382,9002.485,24.26545822,1747.984009,-87.74596475,62310,-4.803331492,NA,14840,3.211026398,9370,-15.06290786,NA,NA,NA,NA,NA,NA,NA,NA,24.47050603,0.757,1.544897959,NA,NA,NA,0.987786848,IRL,Europe & Central Asia,Dublin,-6.26749,53.3441,High income,Not classified
IL,Israel,2012,,4/8/2022,5262,24.31608133,13.62292052,NA,NA,NA,NA,NA,1584,7.319778189,NA,435,4299.5,1.846151321,7910500,1.92012572,7274496,91.96,3.489436208,NA,NA,1.012030005,107.0847092,4.3,NA,NA,0.5,100,61.45580369,0.052378458,16.77062997,0,20.94027269,0.768217386,451000000,0.715838928,2.884799957,86.61707597,7184.501612,3067.742494,3.134248914,4818.438,6.335048646,0.280514477,76060,35173.864,46.24489088,9.61506858,0.301920528,0.271479476,32603.297,42.86523403,8969.481381,135.1328983,96710,112.1834291,NA,9550,78.81264593,2130,8.379441451,NA,NA,NA,NA,NA,NA,NA,NA,56.90368498,1.2624,168.32,NA,NA,NA,1.304270422,ISR,Middle East & North Africa,,35.2035,31.7717,High income,Not classified
IM,Isle of Man,2012,,4/8/2022,384,67.36842105,37.71929825,NA,NA,NA,NA,NA,34.6,6.070175439,NA,NA,NA,-0.419070043,84534,-0.351677636,43997,52.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,1.486988848,NA,NA,3.494999886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.642657103,IMN,Europe & Central Asia,Douglas,-4.47928,54.1509,High income,Not classified
IN,India,2012,,4/8/2022,1796420,60.42062566,52.65253818,NA,NA,NA,NA,NA,700288,23.55342242,36.32947752,1083,2963.5,1.231484894,1265780243,2.369630953,400416922,31.634,1.312934337,NA,3.6,1.003399968,NA,52,NA,NA,NA,79.9,71.63605506,11.08936476,7.613470116,2.926497419,2.037845188,15.73297336,52150000000,4.643608605,39.34609985,130.72943,723.2369166,599.1556198,2.516576537,78151.104,4.094746538,1.119661355,1908570,435357.241,22.81065096,1.507820975,0.310177441,0.328990616,1363548.281,71.44345143,-165148.3906,243.2754796,2814000,116.4448552,NA,650410,23.88375936,241950,41.36628721,NA,NA,NA,NA,NA,NA,NA,NA,14.06131206,647.5,44.77869986,NA,NA,NA,16.84537707,IND,South Asia,New Delhi,77.225,28.6353,Lower middle income,IBRD
IQ,Iraq,2012,,4/8/2022,85685,19.72854117,9.94312949,NA,NA,NA,NA,NA,8250,1.89952109,NA,216,2318.9,3.720627514,31890012,3.9571099,22141873,69.432,1.559615273,NA,NA,NA,NA,32.8,NA,NA,1.7,99.3,0,9.544091442,22.33256552,0,43.3091399,9.544091442,0,0,1.241099954,146.3820423,1141.140994,1438.175564,3.311134386,13164.53,8.668859476,1.028344528,151860,113240.627,74.56909456,4.761992564,0.314046205,0.484690614,0,0,12197.91797,-85.82311712,175600,55.73750806,NA,15590,13.67632519,5470,5.539741244,NA,NA,NA,NA,NA,NA,NA,NA,26.13163959,43.69794286,124.1418831,NA,NA,NA,4.124271438,IRQ,Middle East & North Africa,Baghdad,44.394,33.3302,Upper middle income,IBRD
IR,"Iran, Islamic Rep.",2012,,4/8/2022,462458,28.39325622,9.232790589,NA,NA,NA,NA,NA,106919.8,6.564490778,16.74227714,228,1745.4,1.205172521,75539881,1.981644897,54203642,71.755,0.778423762,NA,NA,0.951820016,97.20738983,17.5,NA,NA,NA,99.71684265,0.15730938,4.895074643,66.85805975,0.726376064,27.27272727,4.985527537,230000000,0.090452894,0.9296,224.0371745,2784.621808,2869.332532,2.634936723,292512.923,51.21741893,1.528445252,571120,245322.3,42.95459798,7.56050966,0.474010157,0.590323778,4132.709,0.723614827,-13751.17969,83.71588045,761050,NA,NA,146580,113.744937,36850,30.49843875,NA,NA,NA,NA,NA,NA,NA,NA,25.96761305,92.95,72.33463035,NA,NA,NA,7.618363371,IRN,Middle East & North Africa,Tehran,51.4447,35.6878,Lower middle income,IBRD
IS,Iceland,2012,,4/8/2022,18722,18.67531172,1.208977556,NA,NA,NA,NA,NA,460.66,0.459511222,NA,1940,NA,0.532100735,320716,0.545808759,300190,93.6,6.942777097,NA,NA,0.997690022,98.16384125,2.5,NA,NA,0,100,0,70.30030201,0,0,0.017094991,99.98290501,5209000000,29.682603,77.34339905,363.9549675,53202.83366,17630.07147,0.328956328,0,0,0.117896685,1860,1448.465,77.87446237,5.799523566,0.138069274,0.11972529,352.032,18.92645161,-1479.899954,-98.59388156,3060,-74.65718811,NA,540,4.996347918,390,-9.688920697,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294,0.172941176,NA,NA,NA,6.561182304,ISL,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
IT,Italy,2012,,4/8/2022,137290,46.6750527,24.19936085,NA,NA,NA,NA,NA,91356.56,31.05886993,NA,832,5315.1,0.26954124,59539717,0.61957915,40894259,68.684,0.001672245,NA,NA,0.989939988,101.4161911,3.8,NA,NA,1.2,100,18.20059334,14.08519398,43.41031558,0,6.353894073,31.02039032,50348000000,16.93519633,14.39070034,65.28159075,5397.741477,2709.297728,2.335553189,140523.107,37.29876762,0.202993229,376750,154182.682,40.92440133,6.327708948,0.173426999,0.152468627,61675.273,16.37034453,-2696.894531,232.5957298,456710,-5.136152375,NA,47920,-25.29171709,18520,-36.46443248,NA,NA,NA,NA,NA,NA,NA,NA,18.5654863,33.98446923,18.62162698,NA,NA,NA,1.970753135,ITA,Europe & Central Asia,Rome,12.4823,41.8955,High income,Not classified
JG,Channel Islands,2012,,4/8/2022,95.6,48.28282828,22.02020202,NA,NA,NA,NA,NA,10.2,5.151515152,3.138075314,NA,NA,0.656884925,162051,0.553874543,50331,31.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,Europe & Central Asia,,,,High income,Not classified
JM,Jamaica,2012,,4/8/2022,4440,40.99722992,11.08033241,NA,NA,NA,NA,NA,5660.54,52.26722068,NA,2051,1282.8,0.571484567,2842128,0.945370443,1538501,54.132,2.791456896,NA,NA,NA,NA,17,0.233,2.7,NA,93.1,0,3.792064289,0,0,89.07584129,10.92415871,284000000,7.132094425,11.93710041,103.2945186,1037.60281,974.4645561,2.567201278,0,0,0.511836757,7110,6798.618,95.62050633,2.501646653,0.305556061,0.26517782,194.351,2.733488045,-804.0609436,107.8558513,8570,66.04742431,NA,830,6.49964809,440,36.90300129,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.490714286,13.77739636,NA,NA,NA,5.771440486,JAM,Latin America & Caribbean,Kingston,-76.792,17.9927,Upper middle income,IBRD
JO,Jordan,2012,,4/8/2022,10449,11.76954269,2.444244199,NA,NA,NA,NA,NA,975,1.09822032,9.158771174,111,1556.3,5.42391363,8089963,6.579279288,7134134,88.185,4.894806887,NA,NA,0.996089995,NA,19,NA,3,NA,99.5,0,0.367558448,18.57676549,0,81.00144613,0.421788383,9000000,0.054229935,2.9447999,90.78329817,1917.808524,970.3181584,3.072674876,1510.804,6.263698176,0.67965477,24120,20912.901,86.70356965,2.981472227,0.32445433,0.278947559,0,0,3960.949097,NA,32120,134.4844571,NA,5260,144.211765,1000,-3.98948379,NA,NA,NA,NA,NA,NA,NA,NA,19.03824529,0.849,124.4868035,NA,NA,NA,3.305118842,JOR,Middle East & North Africa,Amman,35.9263,31.9497,Upper middle income,IBRD
JP,Japan,2012,,4/8/2022,45490,12.48010974,11.64883402,NA,NA,NA,NA,NA,249572,68.4696845,34.71092548,1668,6134.3,-0.159710676,127629000,-0.073000997,116331281,91.148,0.008720202,NA,NA,NA,NA,3,NA,NA,NA,100,29.72207921,7.144019867,38.71858887,1.508472202,12.7065052,11.19424738,42796000000,4.050227515,4.795700073,91.32002879,7998.346771,3537.36317,2.773649758,240104.159,19.1742792,0.292716638,1252220,537050.485,42.88786994,9.811406499,0.260900208,0.253289776,425166.648,33.95303126,-14876.875,88.81741495,1327040,13.35065926,NA,23430,-41.80161694,18160,-32.56383304,NA,NA,NA,NA,NA,NA,NA,NA,63.28527999,81.222,18.88883721,NA,NA,NA,1.122853962,JPN,East Asia & Pacific,Tokyo,139.77,35.67,High income,Not classified
KE,Kenya,2012,,4/8/2022,277300,48.72263415,10.3665179,NA,NA,NA,NA,NA,35787.68,6.28802755,NA,630,1744.8,2.662807804,44343469,4.346574584,10809164,24.376,2.447247822,NA,3.4,NA,NA,54.1,NA,NA,NA,37.96532059,0,52.63866781,0,0,25.22346027,74.77653973,1808000000,22.13787192,78.7098999,118.271656,150.4392902,454.8357504,0.601418167,0,0,0.223486706,12130,9292.178,76.60492993,0.273546483,0.096635824,0.071130723,909.416,7.497246496,10.82287598,-29.573,66430,39.43948827,NA,36190,37.89770865,17130,24.82039555,NA,NA,NA,NA,NA,NA,NA,NA,10.13535274,3.2188,15.54975845,NA,NA,NA,18.82972593,KEN,Sub-Saharan Africa,Nairobi,36.8126,-1.27975,Lower middle income,Blend
KG,Kyrgyz Republic,2012,,4/8/2022,105913,55.22054223,6.655891554,NA,NA,NA,NA,NA,12385.32,6.457413973,9.439823251,533,2367.1,1.665236559,5607200,1.865869594,1986238,35.423,3.950370509,NA,3.1,0.994459987,95.74697876,26.1,NA,3.8,2.5,99.8,4.799578059,93.47969409,0.534018987,0,1.186708861,93.47969409,0,0,22.45070076,173.0855475,1809.102582,737.2264232,2.433610336,817.741,8.128638171,1.805428478,10060,4675.425,46.47539761,1.794121843,0.495867219,0.421222777,4019.032,39.9506163,2941.835205,-86.36132293,16340,-58.55342581,NA,4360,-26.30450311,1740,-46.16351024,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.707,15.75107296,NA,NA,NA,16.65419638,KGZ,Europe & Central Asia,Bishkek,74.6057,42.8851,Lower middle income,IDA
KH,Cambodia,2012,,4/8/2022,54550,30.90301382,21.52730569,NA,NA,NA,NA,NA,98922.66,56.04048266,NA,1904,3177.8,1.63044345,14780454,3.424247115,3109364,21.037,14.14572541,NA,2.8,NA,93.19101715,37.7,NA,NA,NA,51.52984238,2.580195258,36.05299861,0,0,59.76290098,37.65690377,23000000,1.60390516,68.26699829,129.2896365,207.2331472,390.7904317,0.938355904,0,0,0.369970728,5420,4906.446,90.52483395,0.366700509,0.127826442,0.121319694,62.339,1.150166052,1049.216827,NA,30310,552.597762,NA,20000,137.6000714,4600,329.1345197,NA,NA,NA,NA,NA,NA,NA,NA,10.96279587,2.184,1.810945274,NA,NA,NA,33.51960361,KHM,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
KI,Kiribati,2012,,4/8/2022,340,41.97530864,2.469135802,NA,NA,NA,NA,NA,11.8,1.456790123,NA,NA,NA,1.538681384,106359,3.279046136,52203,49.082,-1.254153052,NA,3.2,NA,NA,62.1,NA,NA,NA,79.78873444,NA,NA,NA,NA,NA,0,NA,NA,47.09059906,NA,NA,NA,NA,0,0,0.40062151,60,51.338,85.56333333,0.564127154,0.306892853,0.284925655,0,0,20.15484456,-100,80,NA,NA,20,60.65047731,0,43.39317204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.33562182,KIR,East Asia & Pacific,Tarawa,172.979,1.32905,Lower middle income,IDA
KM,Comoros,2012,,4/8/2022,1330,71.46695325,34.92745836,NA,NA,NA,NA,NA,364.24,19.57227297,NA,900,1315.6,2.417131148,723865,2.713156562,203573,28.123,1.021338307,NA,2.5,NA,NA,79.4,NA,16.9,NA,69.3,NA,NA,NA,NA,NA,0,NA,NA,67.64299774,NA,NA,NA,NA,0,0,0.167518528,150,143.013,95.342,0.20722096,0.082508647,0.070334941,0,0,59.27448124,NA,460,91.66933933,NA,250,56.73427663,50,41.47600136,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.833333333,NA,NA,NA,30.17296341,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Lower middle income,IDA
KN,St. Kitts and Nevis,2012,,4/8/2022,60,23.07692308,19.23076923,NA,NA,NA,NA,NA,110,42.30769231,13.33333333,1427,NA,0.883990332,49881,0.498205553,15494,31.062,11.54641575,NA,NA,0.986859977,110.3491287,17.4,NA,NA,NA,100,NA,NA,NA,NA,NA,3.581267218,NA,NA,1.327900052,NA,NA,NA,NA,0,0,0.429046155,350,220.02,62.86285714,7.016699745,0.32652124,0.322753108,0,0,177.7683336,NA,450,NA,NA,80,16.38162281,20,90.17264088,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0122,50.83333333,NA,NA,NA,1.306729844,KNA,Latin America & Caribbean,Basseterre,-62.7309,17.3,High income,IBRD
KP,"Korea, Dem. People's Rep.",2012,,4/8/2022,26300,21.8420397,19.51665144,NA,NA,NA,NA,NA,61999.3,51.49015862,NA,1054,3922.4,0.514396262,24800638,0.812845641,15063412,60.738,NA,NA,NA,NA,NA,25.7,NA,15.2,NA,33.63673401,26.94946974,70.18091079,0,0,2.869619464,70.18091079,0,0,17.67930031,NA,652.9670729,574.7887615,2.700782483,0,0,NA,38500,2533.897,6.581550649,1.552379419,NA,NA,32628.966,84.75056104,-16544.61975,66.16441811,61410,-32.57955025,NA,18310,-12.21741,2470,-66.04914014,NA,NA,NA,NA,NA,NA,NA,NA,11.70951731,8.6578,12.92208955,NA,NA,NA,NA,PRK,East Asia & Pacific,Pyongyang,125.754,39.0319,Low income,Not classified
KR,"Korea, Rep.",2012,,4/8/2022,17880,18.3742678,15.64279108,NA,NA,NA,NA,NA,63670,65.43006885,NA,1274,6135.8,0.525713661,50199853,0.437788266,41089082,81.851,0.742779626,NA,NA,0.997269988,109.6997681,3.8,NA,NA,0.2,100,45.0802829,0.747549135,21.08299509,28.31363538,3.98692872,1.335945078,3124000000,0.588395943,1.614300013,145.5932681,10305.32898,5248.519891,2.273309293,103017.031,17.19931732,0.44728443,598960,165077.339,27.56066165,11.93150904,0.355558103,0.330978529,292498.255,48.83435538,31850.00391,45.46106245,675290,122.6245256,NA,26860,4.228605384,10290,42.18340072,NA,NA,NA,NA,NA,NA,NA,NA,50.04926409,29.197,45.02235929,NA,NA,NA,2.186185041,KOR,East Asia & Pacific,Seoul,126.957,37.5323,High income,Not classified
KW,Kuwait,2012,,4/8/2022,1520,8.529741863,0.561167228,NA,NA,NA,NA,NA,62.5,0.350729517,NA,121,13782.5,5.550008128,3348852,5.550008128,3348852,100,1.650245679,NA,NA,1.037220001,97.88350677,9.6,NA,2.2,NA,100,0,0,36.22216902,0,63.77783098,0,0,0,0,180.8291675,16053.85965,11105.98109,2.247509006,34759.493,41.58331499,0.74609518,83590,64124.829,76.71351717,24.96079253,0.301894896,0.406415183,0,0,-194.5898438,451.4028281,97460,NA,NA,5120,134.1380958,620,18.88879935,NA,NA,NA,NA,NA,NA,NA,NA,65.88117361,0.618692308,NA,NA,NA,NA,0.35979418,KWT,Middle East & North Africa,Kuwait City,47.9824,29.3721,High income,Not classified
KY,Cayman Islands,2012,,4/8/2022,27,11.25,0.833333333,NA,NA,NA,NA,NA,127.2,53,NA,NA,NA,1.85900595,58963,1.85900595,58963,100,500.7878922,NA,NA,1.011029959,100,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,0,NA,NA,0.0086,NA,NA,NA,NA,0,NA,NA,NA,535.382,NA,NA,NA,NA,0,NA,NA,-100,NA,NA,NA,NA,63.28674732,NA,100.1682619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.330634393,CYM,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
KZ,Kazakhstan,2012,,4/8/2022,2170121,80.38378338,10.86509612,NA,NA,NA,NA,NA,31726.902,1.175201022,NA,250,865,1.408676887,16792090,1.536884701,9566957,56.973,6.561648211,NA,NA,1.007560015,107.5192795,16.3,NA,NA,0,100,74.79341069,8.228018574,16.18345777,0,0.791880798,8.231250741,3000000,0.003232167,1.327499986,193.7640731,5180.65351,4398.944146,3.269233576,63156.741,26.15294256,1.463927526,241490,32394.278,13.41433517,14.3811759,0.652735202,0.633460013,143904.081,59.59007868,-5239.246094,93.91772276,294140,-1.554896544,NA,41640,2.791984816,9710,-43.48863458,NA,NA,NA,NA,NA,NA,NA,NA,13.48349133,21.39,33.24009324,NA,NA,NA,4.288330156,KAZ,Europe & Central Asia,Astana,71.4382,51.1879,Upper middle income,IBRD
LA,Lao PDR,2012,,4/8/2022,22990,9.961005199,6.282495667,NA,NA,NA,NA,NA,168715,73.10008666,11.65724228,1834,4081.7,1.516012622,6444527,3.46686306,2014817,31.264,6.060674489,NA,3.1,0.904760003,95.03047943,61.9,NA,NA,14.5,76.36662775,NA,NA,NA,NA,NA,100,NA,NA,62.3606987,NA,NA,NA,NA,0,0,0.283362395,3270,2046.186,62.57449541,0.507407293,0.104800592,0.092440075,784.738,23.99810398,67.36172485,691.8929367,13110,436.761576,NA,7260,84.40588769,2520,101.7020602,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.664,3.5,NA,NA,NA,18.54848657,LAO,East Asia & Pacific,Vientiane,102.177,18.5826,Lower middle income,IDA
